InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceDay,InvoiceMonth,InvoiceYear,InvoiceHour,DayOfWeek,IsUk,TotalPrice,IsWeekend,Sales_Lag_1,Sales_Lag_7,Sales_Mean_7,Sales_Mean_30,Trend_Lag1_vs_Lag7,DailyTotal
C573864,23168,CLASSIC CAFE SUGAR DISPENSER,-2,2011-11-01,1.04,15311.0,United Kingdom,1,11,2011,11,1,1,-2.08,0,-3.75,-33.9,-8.747142857142856,-11.440999999999953,30.15,-413.6
C573864,22467,GUMBALL COAT RACK,-2,2011-11-01,2.1,15311.0,United Kingdom,1,11,2011,11,1,1,-4.2,0,-2.08,-16.95,-6.925714285714285,-11.455999999999955,14.87,-413.6
C573864,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-1,2011-11-01,1.79,15311.0,United Kingdom,1,11,2011,11,1,1,-1.79,0,-4.2,-33.9,-2.3385714285714276,-11.14066666666662,29.7,-413.6
C573864,22386,JUMBO BAG PINK POLKADOT,-1,2011-11-01,1.79,15311.0,United Kingdom,1,11,2011,11,1,1,-1.79,0,-1.79,-1.65,-2.358571428571427,-10.950333333333287,-0.14000000000000012,-413.6
C573869,23485,BOTANICAL GARDENS WALL CLOCK ,-1,2011-11-01,25.0,12523.0,France,1,11,2011,12,1,0,-25.0,0,-1.79,-1.65,-5.694285714285713,-10.688666666666622,-0.14000000000000012,-413.6
C573925,22098,BOUDOIR SQUARE TISSUE BOX,-7,2011-11-02,0.39,17109.0,United Kingdom,2,11,2011,9,2,1,-2.73,0,-25.0,-1.25,-5.905714285714284,-10.558333333333287,-23.75,-601.66
C573925,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-11-02,4.95,17109.0,United Kingdom,2,11,2011,9,2,1,-4.95,0,-2.73,-3.75,-6.077142857142856,-10.393333333333288,1.02,-601.66
C573929,22515,CHILDS GARDEN SPADE PINK,-2,2011-11-02,2.1,17811.0,United Kingdom,2,11,2011,10,2,1,-4.2,0,-4.95,-2.08,-6.38,-9.983333333333288,-2.87,-601.66
C573929,21469,POLKA DOT RAFFIA FOOD COVER,-1,2011-11-02,3.75,17811.0,United Kingdom,2,11,2011,10,2,1,-3.75,0,-4.2,-4.2,-6.315714285714285,-9.998333333333287,0.0,-601.66
C573929,22197,POPCORN HOLDER,-1,2011-11-02,0.85,17811.0,United Kingdom,2,11,2011,10,2,1,-0.85,0,-3.75,-1.79,-6.18142857142857,-9.731666666666621,-1.96,-601.66
C573949,23014,GLASS APOTHECARY BOTTLE ELIXIR,-4,2011-11-02,3.95,14511.0,United Kingdom,2,11,2011,10,2,1,-15.8,0,-0.85,-1.79,-8.182857142857141,-9.963333333333287,0.9400000000000001,-601.66
C573949,23013,GLASS APOTHECARY BOTTLE TONIC,-4,2011-11-02,3.95,14511.0,United Kingdom,2,11,2011,10,2,1,-15.8,0,-15.8,-25.0,-6.868571428571428,-10.194999999999956,9.2,-601.66
C573949,23012,GLASS APOTHECARY BOTTLE PERFUME,-4,2011-11-02,3.95,14511.0,United Kingdom,2,11,2011,10,2,1,-15.8,0,-15.8,-2.73,-8.735714285714286,-10.426666666666621,-13.07,-601.66
C574003,21813,GARLAND WITH STARS AND BELLS,-6,2011-11-02,4.95,14390.0,United Kingdom,2,11,2011,11,2,1,-29.700000000000003,0,-15.8,-4.95,-12.271428571428572,-11.12166666666662,-10.850000000000001,-601.66
C574010,79321,CHILLI LIGHTS,-1,2011-11-02,5.75,17841.0,United Kingdom,2,11,2011,11,2,1,-5.75,0,-29.700000000000003,-4.2,-12.492857142857142,-11.17466666666662,-25.500000000000004,-601.66
C574010,22356,CHARLOTTE BAG PINK POLKADOT,-1,2011-11-02,0.85,17841.0,United Kingdom,2,11,2011,11,2,1,-0.85,0,-5.75,-3.75,-12.078571428571427,-11.092999999999956,-2.0,-601.66
C574010,21481,FAWN BLUE HOT WATER BOTTLE,-1,2011-11-02,3.75,17841.0,United Kingdom,2,11,2011,11,2,1,-3.75,0,-0.85,-0.85,-12.492857142857144,-11.107999999999954,0.0,-601.66
C574019,22738,RIBBON REEL SNOWY VILLAGE,-120,2011-11-02,1.45,12415.0,Australia,2,11,2011,12,2,0,-174.0,0,-3.75,-15.8,-35.09285714285714,-16.811333333333287,12.05,-601.66
C574026,51014C,"FEATHER PEN,COAL BLACK",-1,2011-11-02,0.39,14606.0,United Kingdom,2,11,2011,12,2,1,-0.39,0,-174.0,-15.8,-32.89142857142857,-16.42766666666662,-158.2,-601.66
C574026,23419,HOME SWEET HOME BOTTLE ,-1,2011-11-02,2.08,14606.0,United Kingdom,2,11,2011,12,2,1,-2.08,0,-0.39,-15.8,-30.931428571428572,-16.468666666666625,15.41,-601.66
C574027,23380,PACK OF 12 VINTAGE DOILY TISSUES,-24,2011-11-02,0.39,13394.0,United Kingdom,2,11,2011,12,2,1,-9.36,0,-2.08,-29.700000000000003,-28.025714285714287,-14.785666666666621,27.620000000000005,-601.66
C574027,22094,RED RETROSPOT TISSUE BOX,-36,2011-11-02,0.39,13394.0,United Kingdom,2,11,2011,12,2,1,-14.04,0,-9.36,-5.75,-29.21,-14.588666666666622,-3.6099999999999994,-601.66
C574027,84836,ZINC METAL HEART DECORATION,-12,2011-11-02,1.25,13394.0,United Kingdom,2,11,2011,12,2,1,-15.0,0,-14.04,-0.85,-31.231428571428573,-14.89033333333329,-13.19,-601.66
C574027,22662,LUNCH BAG DOLLY GIRL DESIGN,-8,2011-11-02,1.65,13394.0,United Kingdom,2,11,2011,12,2,1,-13.2,0,-15.0,-3.75,-32.58142857142857,-14.200333333333287,-11.25,-601.66
C574027,35651,VINTAGE BEAD PINK SCARF ,-12,2011-11-02,1.65,13394.0,United Kingdom,2,11,2011,12,2,1,-19.8,0,-13.2,-174.0,-10.552857142857144,-14.295333333333287,160.8,-601.66
C574027,35648,VINTAGE BEAD PINK PURSE ,-24,2011-11-02,0.83,13394.0,United Kingdom,2,11,2011,12,2,1,-19.92,0,-19.8,-0.39,-13.342857142857143,-13.82933333333329,-19.41,-601.66
C574027,22303,COFFEE MUG APPLES DESIGN,-36,2011-11-02,2.1,13394.0,United Kingdom,2,11,2011,12,2,1,-75.60000000000001,0,-19.92,-2.08,-23.845714285714287,-16.294333333333288,-17.840000000000003,-601.66
C574027,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-24,2011-11-02,1.45,13394.0,United Kingdom,2,11,2011,12,2,1,-34.8,0,-75.60000000000001,-9.36,-27.479999999999997,-17.39933333333329,-66.24000000000001,-601.66
C574028,21705,BAG 500g SWIRLY MARBLES,-1,2011-11-02,1.65,14493.0,United Kingdom,2,11,2011,12,2,1,-1.65,0,-34.8,-14.04,-25.71,-17.41266666666662,-20.759999999999998,-601.66
C574028,22726,ALARM CLOCK BAKELIKE GREEN,-4,2011-11-02,3.75,14493.0,United Kingdom,2,11,2011,12,2,1,-15.0,0,-1.65,-15.0,-25.71,-17.78766666666662,13.35,-601.66
C574030,23236,STORAGE TIN VINTAGE DOILY ,-1,2011-11-02,2.89,13870.0,United Kingdom,2,11,2011,12,2,1,-2.89,0,-15.0,-13.2,-24.237142857142857,-17.814666666666618,-1.8000000000000007,-601.66
C574057,23028,DRAWER KNOB CRACKLE GLAZE BLUE,-1,2011-11-02,1.65,14102.0,United Kingdom,2,11,2011,14,2,1,-1.65,0,-2.89,-19.8,-21.64428571428571,-17.729666666666624,16.91,-601.66
C574061,22779,WOODEN OWLS LIGHT GARLAND ,-12,2011-11-02,4.25,12474.0,Germany,2,11,2011,14,2,0,-51.0,0,-1.65,-19.92,-26.084285714285716,-19.369999999999955,18.270000000000003,-601.66
C574065,22945,CHRISTMAS METAL TAGS ASSORTED ,-24,2011-11-02,0.85,13271.0,United Kingdom,2,11,2011,14,2,1,-20.4,0,-51.0,-75.60000000000001,-18.198571428571427,-19.99033333333329,24.60000000000001,-601.66
C574078,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,2011-11-02,4.25,14911.0,EIRE,2,11,2011,16,2,0,-4.25,0,-20.4,-34.8,-13.834285714285711,-19.298666666666623,14.399999999999999,-601.66
C574078,23427,STOOL HOME SWEET HOME ,-1,2011-11-02,12.5,14911.0,EIRE,2,11,2011,16,2,0,-12.5,0,-4.25,-1.65,-15.38428571428571,-19.62433333333329,-2.6,-601.66
C574083,22491,PACK OF 12 COLOURED PENCILS,-12,2011-11-02,0.85,15521.0,United Kingdom,2,11,2011,16,2,1,-10.2,0,-12.5,-15.0,-14.698571428571425,-19.799333333333287,2.5,-601.66
C574095,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-11-03,3.75,12674.0,France,3,11,2011,9,3,0,-3.75,0,-10.2,-2.89,-14.821428571428568,-19.784333333333286,-7.309999999999999,-614.75
C574095,22614,PACK OF 12 SPACEBOY TISSUES,-1,2011-11-03,0.39,12674.0,France,3,11,2011,9,3,0,-0.39,0,-3.75,-1.65,-14.641428571428568,-19.67233333333329,-2.1,-614.75
C574095,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-11-03,2.95,12674.0,France,3,11,2011,9,3,0,-2.95,0,-0.39,-51.0,-7.777142857142855,-19.74233333333329,50.61,-614.75
C574095,23237,SET OF 4 KNICK KNACK TINS LEAF,-1,2011-11-03,4.15,12674.0,France,3,11,2011,9,3,0,-4.15,0,-2.95,-20.4,-5.455714285714284,-19.353999999999953,17.45,-614.75
C574095,23254,CHILDRENS CUTLERY DOLLY GIRL ,-1,2011-11-03,4.15,12674.0,France,3,11,2011,9,3,0,-4.15,0,-4.15,-4.25,-5.4414285714285695,-18.96566666666662,0.09999999999999964,-614.75
C574137,23075,PARLOUR CERAMIC WALL HOOK,-10,2011-11-03,4.15,14505.0,United Kingdom,3,11,2011,11,3,1,-41.5,0,-4.15,-12.5,-9.584285714285713,-19.82233333333329,8.35,-614.75
C574248,22486,PLASMATRONIC LAMP,-1,2011-11-03,12.75,13925.0,United Kingdom,3,11,2011,13,3,1,-12.75,0,-41.5,-10.2,-9.948571428571427,-19.25733333333329,-31.3,-614.75
C574259,23084,RABBIT NIGHT LIGHT,-45,2011-11-03,1.79,15521.0,United Kingdom,3,11,2011,13,3,1,-80.55,0,-12.75,-3.75,-20.919999999999998,-21.75066666666662,-9.0,-614.75
C574261,23325,RUSTIC STRAWBERRY JAM POT SMALL,-6,2011-11-03,1.65,12683.0,France,3,11,2011,14,3,0,-9.9,0,-80.55,-0.39,-22.27857142857143,-22.05233333333329,-80.16,-614.75
C574261,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-1,2011-11-03,2.55,12683.0,France,3,11,2011,14,3,0,-2.55,0,-9.9,-2.95,-22.221428571428568,-22.012333333333288,-6.95,-614.75
C574261,21208,PASTEL COLOUR HONEYCOMB FAN,-5,2011-11-03,0.39,12683.0,France,3,11,2011,14,3,0,-1.95,0,-2.55,-4.15,-21.90714285714285,-16.27733333333329,1.6000000000000005,-614.75
C574261,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-4,2011-11-03,8.5,12683.0,France,3,11,2011,14,3,0,-34.0,0,-1.95,-4.15,-26.17142857142857,-17.397666666666623,2.2,-614.75
C574261,23169,CLASSIC GLASS COOKIE JAR,-2,2011-11-03,4.15,12683.0,France,3,11,2011,14,3,0,-8.3,0,-34.0,-41.5,-21.428571428571427,-17.604999999999954,7.5,-614.75
C574261,23236,STORAGE TIN VINTAGE DOILY ,-4,2011-11-03,2.89,12683.0,France,3,11,2011,14,3,0,-11.56,0,-8.3,-12.75,-21.25857142857143,-17.678333333333285,4.449999999999999,-614.75
C574268,23110,PARISIENNE KEY CABINET ,-1,2011-11-03,5.75,14359.0,United Kingdom,3,11,2011,14,3,1,-5.75,0,-11.56,-80.55,-10.572857142857142,-17.40199999999995,68.99,-614.75
C574288,22178,VICTORIAN GLASS HANGING T-LIGHT,-1,2011-11-03,14.75,,United Kingdom,3,11,2011,15,3,1,-14.75,0,-5.75,-9.9,-11.265714285714283,-17.39366666666662,4.15,-614.75
C574291,22633,HAND WARMER UNION JACK,-1,2011-11-03,2.1,15290.0,United Kingdom,3,11,2011,15,3,1,-2.1,0,-14.75,-2.55,-11.201428571428568,-17.02366666666662,-12.2,-614.75
C574291,22262,FELT EGG COSY CHICKEN,-1,2011-11-03,0.85,15290.0,United Kingdom,3,11,2011,15,3,1,-0.85,0,-2.1,-1.95,-11.04428571428571,-16.391999999999953,-0.15000000000000013,-614.75
C574291,22622,BOX OF VINTAGE ALPHABET BLOCKS,-6,2011-11-03,11.95,15290.0,United Kingdom,3,11,2011,15,3,1,-71.69999999999999,0,-0.85,-34.0,-16.429999999999996,-18.117999999999952,33.15,-614.75
C574291,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2011-11-03,4.95,15290.0,United Kingdom,3,11,2011,15,3,1,-4.95,0,-71.69999999999999,-8.3,-15.951428571428567,-15.762999999999952,-63.39999999999999,-614.75
C574291,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,2011-11-03,0.55,15290.0,United Kingdom,3,11,2011,15,3,1,-13.2,0,-4.95,-11.56,-16.18571428571428,-15.042999999999953,6.61,-614.75
C574318,22191,IVORY DINER WALL CLOCK,-1,2011-11-03,8.5,16729.0,United Kingdom,3,11,2011,19,3,1,-8.5,0,-13.2,-5.75,-16.578571428571422,-15.271333333333285,-7.449999999999999,-614.75
C574318,21264,WHITE GOOSE FEATHER TREE 60CM ,-6,2011-11-03,1.95,16729.0,United Kingdom,3,11,2011,19,3,1,-11.7,0,-8.5,-14.75,-16.142857142857135,-15.161333333333287,6.25,-614.75
C574322,22423,REGENCY CAKESTAND 3 TIER,-24,2011-11-03,10.95,15482.0,United Kingdom,3,11,2011,19,3,1,-262.79999999999995,0,-11.7,-2.1,-53.38571428571428,-23.824999999999953,-9.6,-614.75
C574337,23080,RED METAL BOX TOP SECRET,-4,2011-11-04,8.25,16979.0,United Kingdom,4,11,2011,10,4,1,-33.0,0,-262.79999999999995,-0.85,-57.97857142857142,-24.86999999999995,-261.94999999999993,-2537.17
C574339,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-4,2011-11-04,4.95,14629.0,United Kingdom,4,11,2011,10,4,1,-19.8,0,-33.0,-71.69999999999999,-50.56428571428571,-23.829999999999952,38.69999999999999,-2537.17
C574347,23427,STOOL HOME SWEET HOME ,-1,2011-11-04,10.4,12500.0,Germany,4,11,2011,10,4,0,-10.4,0,-19.8,-4.95,-51.342857142857135,-23.49666666666662,-14.850000000000001,-2537.17
C574347,23395,BELLE JARDINIERE CUSHION COVER,-3,2011-11-04,3.75,12500.0,Germany,4,11,2011,10,4,0,-11.25,0,-10.4,-13.2,-51.0642857142857,-23.729999999999954,2.799999999999999,-2537.17
C574350,23224,CHERUB HEART DECORATION GOLD,-12,2011-11-04,0.83,16637.0,United Kingdom,4,11,2011,10,4,1,-9.96,0,-11.25,-8.5,-51.27285714285714,-23.645333333333287,-2.75,-2537.17
C574350,23222,CHRISTMAS TREE HANGING GOLD,-12,2011-11-04,0.83,16637.0,United Kingdom,4,11,2011,10,4,1,-9.96,0,-9.96,-11.7,-51.02428571428571,-23.637333333333284,1.7399999999999984,-2537.17
C574350,23225,CHERUB HEART DECORATION SILVER ,-12,2011-11-04,0.83,16637.0,United Kingdom,4,11,2011,10,4,1,-9.96,0,-9.96,-262.79999999999995,-14.904285714285715,-23.844333333333285,252.83999999999995,-2537.17
C574424,22141,CHRISTMAS CRAFT TREE TOP ANGEL,-1,2011-11-04,2.1,16014.0,United Kingdom,4,11,2011,11,4,1,-2.1,0,-9.96,-33.0,-10.49,-23.901333333333287,23.04,-2537.17
C574424,22144,CHRISTMAS CRAFT LITTLE FRIENDS,-2,2011-11-04,2.1,16014.0,United Kingdom,4,11,2011,11,4,1,-4.2,0,-2.1,-19.8,-8.261428571428572,-23.94299999999995,17.7,-2537.17
C574424,23322,LARGE WHITE HEART OF WICKER,-1,2011-11-04,2.95,16014.0,United Kingdom,4,11,2011,11,4,1,-2.95,0,-4.2,-10.4,-7.1971428571428575,-23.902999999999953,6.2,-2537.17
C574443,23404,HOME SWEET HOME BLACKBOARD,-1,2011-11-04,4.95,13890.0,United Kingdom,4,11,2011,11,4,1,-4.95,0,-2.95,-11.25,-6.297142857142857,-23.92966666666662,8.3,-2537.17
C574472,22791,T-LIGHT GLASS FLUTED ANTIQUE,-1,2011-11-04,1.25,17690.0,United Kingdom,4,11,2011,12,4,1,-1.25,0,-4.95,-9.96,-5.052857142857143,-22.587999999999955,5.010000000000001,-2537.17
C574472,84949,SILVER HANGING T-LIGHT HOLDER,-5,2011-11-04,1.65,17690.0,United Kingdom,4,11,2011,12,4,1,-8.25,0,-1.25,-9.96,-4.808571428571428,-22.437999999999953,8.71,-2537.17
C574473,23497,CLASSIC CHROME BICYCLE BELL ,-12,2011-11-04,1.45,15809.0,United Kingdom,4,11,2011,12,4,1,-17.4,0,-8.25,-9.96,-5.871428571428571,-20.332999999999956,1.7100000000000009,-2537.17
C574473,23293,SET OF 12 FAIRY CAKE BAKING CASES,-8,2011-11-04,0.83,15809.0,United Kingdom,4,11,2011,12,4,1,-6.64,0,-17.4,-2.1,-6.519999999999999,-20.224333333333284,-15.299999999999999,-2537.17
C574473,23284,DOORMAT KEEP CALM AND COME IN,-2,2011-11-04,8.25,15809.0,United Kingdom,4,11,2011,12,4,1,-16.5,0,-6.64,-4.2,-8.277142857142858,-20.689333333333288,-2.4399999999999995,-2537.17
C574473,23234,BISCUIT TIN VINTAGE CHRISTMAS,-6,2011-11-04,2.89,15809.0,United Kingdom,4,11,2011,12,4,1,-17.34,0,-16.5,-2.95,-10.332857142857142,-21.202333333333286,-13.55,-2537.17
C574473,23084,RABBIT NIGHT LIGHT,-6,2011-11-04,2.08,15809.0,United Kingdom,4,11,2011,12,4,1,-12.48,0,-17.34,-4.95,-11.40857142857143,-20.484999999999953,-12.39,-2537.17
C574473,22781,GUMBALL MAGAZINE RACK,-2,2011-11-04,7.65,15809.0,United Kingdom,4,11,2011,12,4,1,-15.3,0,-12.48,-1.25,-13.415714285714285,-20.718333333333288,-11.23,-2537.17
C574473,21993,FLORAL FOLK STATIONERY SET,-12,2011-11-04,1.25,15809.0,United Kingdom,4,11,2011,12,4,1,-15.0,0,-15.3,-8.25,-14.379999999999999,-20.832999999999956,-7.050000000000001,-2537.17
C574473,20749,ASSORTED COLOUR MINI CASES,-2,2011-11-04,7.95,15809.0,United Kingdom,4,11,2011,12,4,1,-15.9,0,-15.0,-17.4,-14.165714285714287,-21.171333333333287,2.3999999999999986,-2537.17
C574483,22426,ENAMEL WASH BOWL CREAM,-4,2011-11-04,3.75,14359.0,United Kingdom,4,11,2011,12,4,1,-15.0,0,-15.9,-6.64,-15.360000000000001,-21.17966666666662,-9.260000000000002,-2537.17
C574486,23118,PARISIENNE JEWELLERY DRAWER ,-2,2011-11-04,7.5,15329.0,United Kingdom,4,11,2011,12,4,1,-15.0,0,-15.0,-16.5,-15.145714285714288,-21.60966666666662,1.5,-2537.17
C574486,23110,PARISIENNE KEY CABINET ,-2,2011-11-04,5.75,15329.0,United Kingdom,4,11,2011,12,4,1,-11.5,0,-15.0,-17.34,-14.311428571428573,-21.96466666666662,2.34,-2537.17
C574487,85099B,JUMBO BAG RED RETROSPOT,-1,2011-11-04,2.08,14112.0,United Kingdom,4,11,2011,12,4,1,-2.08,0,-11.5,-12.48,-12.825714285714286,-19.643999999999956,0.9800000000000004,-2537.17
C574487,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,-12,2011-11-04,1.25,14112.0,United Kingdom,4,11,2011,12,4,1,-15.0,0,-2.08,-15.3,-12.782857142857143,-19.978999999999953,13.22,-2537.17
C574487,23015,CORDIAL GLASS JUG,-4,2011-11-04,8.25,14112.0,United Kingdom,4,11,2011,12,4,1,-33.0,0,-15.0,-15.0,-15.354285714285714,-20.638999999999953,0.0,-2537.17
C574488,23470,CARD HOLDER LOVE BIRD LARGE ,-1,2011-11-04,6.25,13050.0,United Kingdom,4,11,2011,12,4,1,-6.25,0,-33.0,-15.9,-13.975714285714286,-20.563999999999954,-17.1,-2537.17
C574489,23485,BOTANICAL GARDENS WALL CLOCK ,-2,2011-11-04,25.0,18219.0,United Kingdom,4,11,2011,13,4,1,-50.0,0,-6.25,-15.0,-18.975714285714282,-21.84066666666662,8.75,-2537.17
C574492,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,2011-11-04,3.75,16656.0,United Kingdom,4,11,2011,13,4,1,-3.75,0,-50.0,-15.0,-17.36857142857143,-13.205666666666621,-35.0,-2537.17
C574493,23103,JINGLE BELL HEART DECORATION,-3,2011-11-04,1.65,14842.0,United Kingdom,4,11,2011,13,4,1,-4.949999999999999,0,-3.75,-11.5,-16.43285714285714,-12.27066666666662,7.75,-2537.17
C574493,23117,POPPY FIELDS CHOPPING BOARD,-1,2011-11-04,4.95,14842.0,United Kingdom,4,11,2011,13,4,1,-4.95,0,-4.949999999999999,-2.08,-16.842857142857145,-11.77566666666662,-2.869999999999999,-2537.17
C574493,23113,PANTRY CHOPPING BOARD,-1,2011-11-04,4.95,14842.0,United Kingdom,4,11,2011,13,4,1,-4.95,0,-4.95,-15.0,-15.407142857142857,-11.593999999999955,10.05,-2537.17
C574493,23114,VINTAGE LEAF CHOPPING BOARD  ,-2,2011-11-04,4.95,14842.0,United Kingdom,4,11,2011,13,4,1,-9.9,0,-4.95,-33.0,-12.107142857142858,-11.548999999999955,28.05,-2537.17
C574493,23234,BISCUIT TIN VINTAGE CHRISTMAS,-2,2011-11-04,2.89,14842.0,United Kingdom,4,11,2011,13,4,1,-5.78,0,-9.9,-6.25,-12.040000000000001,-11.40966666666662,-3.6500000000000004,-2537.17
C574493,23235,STORAGE TIN VINTAGE LEAF,-1,2011-11-04,2.89,14842.0,United Kingdom,4,11,2011,13,4,1,-2.89,0,-5.78,-50.0,-5.3100000000000005,-11.173999999999953,44.22,-2537.17
C574493,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,-3,2011-11-04,1.25,14842.0,United Kingdom,4,11,2011,13,4,1,-3.75,0,-2.89,-3.75,-5.3100000000000005,-10.966999999999954,0.8599999999999999,-2537.17
C574493,23375,50'S CHRISTMAS PAPER GIFT BAG,-1,2011-11-04,0.82,14842.0,United Kingdom,4,11,2011,13,4,1,-0.82,0,-3.75,-4.949999999999999,-4.72,-10.924333333333289,1.1999999999999993,-2537.17
C574493,22424,ENAMEL BREAD BIN CREAM,-1,2011-11-04,12.75,14842.0,United Kingdom,4,11,2011,13,4,1,-12.75,0,-0.82,-4.95,-5.8342857142857145,-11.209333333333289,4.13,-2537.17
C574494,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2011-11-04,7.95,15468.0,United Kingdom,4,11,2011,13,4,1,-7.95,0,-12.75,-4.95,-6.2628571428571425,-11.375999999999955,-7.8,-2537.17
C574496,22197,POPCORN HOLDER,-4,2011-11-04,0.85,14156.0,EIRE,4,11,2011,13,4,0,-3.4,0,-7.95,-9.9,-5.3342857142857145,-11.324333333333287,1.9500000000000002,-2537.17
C574499,23404,HOME SWEET HOME BLACKBOARD,-1,2011-11-04,4.95,14412.0,United Kingdom,4,11,2011,13,4,1,-4.95,0,-3.4,-5.78,-5.215714285714285,-11.447666666666619,2.3800000000000003,-2537.17
C574499,21218,RED SPOTTY BISCUIT TIN,-1,2011-11-04,3.75,14412.0,United Kingdom,4,11,2011,13,4,1,-3.75,0,-4.95,-2.89,-5.338571428571428,-11.29766666666662,-2.06,-2537.17
C574500,84946,ANTIQUE SILVER T-LIGHT GLASS,-2,2011-11-04,1.25,15598.0,United Kingdom,4,11,2011,13,4,1,-2.5,0,-3.75,-3.75,-5.159999999999999,-10.800999999999954,0.0,-2537.17
C574503,23567,EGG CUP HENRIETTA HEN PINK,-1,2011-11-04,1.25,16191.0,United Kingdom,4,11,2011,13,4,1,-1.25,0,-2.5,-0.82,-5.221428571428571,-10.621333333333288,-1.6800000000000002,-2537.17
C574503,22178,VICTORIAN GLASS HANGING T-LIGHT,-1,2011-11-04,1.95,16191.0,United Kingdom,4,11,2011,13,4,1,-1.95,0,-1.25,-12.75,-3.6785714285714284,-10.136333333333289,11.5,-2537.17
C574504,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-4,2011-11-04,3.75,17434.0,United Kingdom,4,11,2011,13,4,1,-15.0,0,-1.95,-7.95,-4.685714285714285,-10.058333333333287,6.0,-2537.17
C574504,22487,WHITE WOOD GARDEN PLANT LADDER,-1,2011-11-04,9.95,17434.0,United Kingdom,4,11,2011,13,4,1,-9.95,0,-15.0,-3.4,-5.621428571428572,-9.973999999999956,-11.6,-2537.17
C574504,21408,SPOTTY PINK DUCK DOORSTOP,-2,2011-11-04,4.25,17434.0,United Kingdom,4,11,2011,13,4,1,-8.5,0,-9.95,-4.95,-6.128571428571428,-9.74733333333329,-4.999999999999999,-2537.17
C574505,85099B,JUMBO BAG RED RETROSPOT,-1,2011-11-04,2.08,13534.0,United Kingdom,4,11,2011,13,4,1,-2.08,0,-8.5,-3.75,-5.89,-9.316666666666622,-4.75,-2537.17
C574505,23200,JUMBO BAG PEARS,-1,2011-11-04,2.08,13534.0,United Kingdom,4,11,2011,13,4,1,-2.08,0,-2.08,-2.5,-5.829999999999999,-8.855999999999954,0.41999999999999993,-2537.17
C574505,23199,JUMBO BAG APPLES,-1,2011-11-04,2.08,13534.0,United Kingdom,4,11,2011,13,4,1,-2.08,0,-2.08,-1.25,-5.948571428571428,-8.425333333333288,-0.8300000000000001,-2537.17
C574505,47567B,TEA TIME KITCHEN APRON,-1,2011-11-04,5.95,13534.0,United Kingdom,4,11,2011,13,4,1,-5.95,0,-2.08,-1.95,-6.5200000000000005,-8.12366666666662,-0.13000000000000012,-2537.17
C574505,22386,JUMBO BAG PINK POLKADOT,-4,2011-11-04,2.08,13534.0,United Kingdom,4,11,2011,13,4,1,-8.32,0,-5.95,-15.0,-5.565714285714286,-8.01766666666662,9.05,-2537.17
C574507,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-11-04,2.95,15345.0,United Kingdom,4,11,2011,13,4,1,-2.95,0,-8.32,-9.95,-4.565714285714285,-8.04666666666662,1.629999999999999,-2537.17
C574507,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-11-04,2.95,15345.0,United Kingdom,4,11,2011,13,4,1,-2.95,0,-2.95,-8.5,-3.7728571428571436,-7.644999999999954,5.55,-2537.17
C574507,23462,ROCOCO WALL MIRROR WHITE,-1,2011-11-04,19.95,15345.0,United Kingdom,4,11,2011,13,4,1,-19.95,0,-2.95,-2.08,-6.325714285714286,-7.209999999999955,-0.8700000000000001,-2537.17
C574508,20977,36 PENCILS TUBE WOODLAND,-11,2011-11-04,1.25,16463.0,United Kingdom,4,11,2011,13,4,1,-13.75,0,-19.95,-2.08,-7.992857142857143,-7.459999999999955,-17.869999999999997,-2537.17
C574510,22360,GLASS JAR ENGLISH CONFECTIONERY,-1,2011-11-04,2.95,15110.0,United Kingdom,4,11,2011,13,4,1,-2.95,0,-13.75,-2.08,-8.117142857142857,-5.891666666666621,-11.67,-2537.17
C574510,22114,HOT WATER BOTTLE TEA AND SYMPATHY,-2,2011-11-04,4.25,15110.0,United Kingdom,4,11,2011,13,4,1,-8.5,0,-2.95,-5.95,-8.481428571428571,-6.0499999999999545,3.0,-2537.17
C574512,23085,ANTIQUE SILVER BAUBLE LAMP  ,-6,2011-11-04,10.4,12577.0,France,4,11,2011,13,4,0,-62.400000000000006,0,-8.5,-8.32,-16.20714285714286,-7.964999999999955,-0.17999999999999972,-2537.17
